,filename,height,width,x1,y1,x2,y2,x3,y3,x4,y4,x1_new,y1_new,x2_new,y2_new,x3_new,y3_new,x4_new,y4_new,resizedfilename
4655,D:/generated_image/32874-identifyCardReverse_DSC_0027__0.png,1536,2413,110,12,2351,67,2379,1496,26,1452,1,0,31,1,31,31,0,30,32874-identifyCardReverse_DSC_0027__0.png
4656,D:/generated_image/32874-identifyCardReverse_DSC_0027__1.png,1736,2531,239,20,2467,270,2370,1696,30,1447,3,0,31,4,29,31,0,26,32874-identifyCardReverse_DSC_0027__1.png
4657,D:/generated_image/32874-identifyCardReverse_DSC_0027__2.png,1923,2629,366,26,2563,470,2343,1882,33,1430,4,0,31,7,28,31,0,23,32874-identifyCardReverse_DSC_0027__2.png
4658,D:/generated_image/32874-identifyCardReverse_DSC_0027__3.png,2095,2707,490,33,2640,667,2297,2054,36,1402,5,0,31,10,27,31,0,21,32874-identifyCardReverse_DSC_0027__3.png
4659,D:/generated_image/32874-identifyCardReverse_DSC_0027__4.png,2251,2765,610,40,2698,858,2235,2210,39,1364,7,0,31,12,25,31,0,19,32874-identifyCardReverse_DSC_0027__4.png
4660,D:/generated_image/32874-identifyCardReverse_DSC_0027__5.png,2390,2801,726,46,2734,1044,2155,2351,42,1316,8,0,31,13,24,31,0,17,32874-identifyCardReverse_DSC_0027__5.png
4661,D:/generated_image/32876-identifyCardReverse_DSC_0027__0.png,1024,1351,33,127,1321,130,1264,898,81,894,0,3,31,4,29,28,1,27,32876-identifyCardReverse_DSC_0027__0.png
4662,D:/generated_image/32876-identifyCardReverse_DSC_0027__1.png,1134,1431,109,128,1392,243,1268,1003,90,896,2,3,31,6,28,28,2,25,32876-identifyCardReverse_DSC_0027__1.png
4663,D:/generated_image/32876-identifyCardReverse_DSC_0027__2.png,1237,1500,185,128,1453,354,1263,1100,98,891,3,3,30,9,26,28,2,23,32876-identifyCardReverse_DSC_0027__2.png
4664,D:/generated_image/32876-identifyCardReverse_DSC_0027__3.png,1329,1558,259,126,1502,462,1248,1189,106,879,5,3,30,11,25,28,2,21,32876-identifyCardReverse_DSC_0027__3.png
4665,D:/generated_image/32876-identifyCardReverse_DSC_0027__4.png,1412,1604,331,125,1540,568,1223,1270,113,862,6,2,30,12,24,28,2,19,32876-identifyCardReverse_DSC_0027__4.png
4666,D:/generated_image/32876-identifyCardReverse_DSC_0027__5.png,1484,1637,399,122,1565,669,1188,1341,118,837,7,2,30,14,23,28,2,18,32876-identifyCardReverse_DSC_0027__5.png
4667,D:/generated_image/32878-identifyCardReverse_DSC_0027__0.png,3076,3076,868,363,2403,289,2381,2894,800,2754,9,3,24,3,24,30,8,28,32878-identifyCardReverse_DSC_0027__0.png
4668,D:/generated_image/32878-identifyCardReverse_DSC_0027__1.png,3323,3323,1096,432,2632,493,2382,3086,820,2808,10,4,25,4,22,29,7,27,32878-identifyCardReverse_DSC_0027__1.png
4669,D:/generated_image/32878-identifyCardReverse_DSC_0027__2.png,3545,3545,1316,498,2841,693,2367,3254,834,2841,11,4,25,6,21,29,7,25,32878-identifyCardReverse_DSC_0027__2.png
4670,D:/generated_image/32878-identifyCardReverse_DSC_0027__3.png,3740,3740,1527,561,3029,888,2333,3398,843,2853,13,4,25,7,19,29,7,24,32878-identifyCardReverse_DSC_0027__3.png
4671,D:/generated_image/32878-identifyCardReverse_DSC_0027__4.png,3906,3906,1726,619,3193,1076,2281,3516,844,2843,14,5,26,8,18,28,6,23,32878-identifyCardReverse_DSC_0027__4.png
4672,D:/generated_image/32878-identifyCardReverse_DSC_0027__5.png,4043,4043,1911,672,3333,1255,2211,3607,838,2811,15,5,26,9,17,28,6,22,32878-identifyCardReverse_DSC_0027__5.png
4673,D:/generated_image/32884-identifyCardReverse_DSC_0027__0.png,972,736,44,409,679,428,665,817,38,816,1,13,29,14,28,26,1,26,32884-identifyCardReverse_DSC_0027__0.png
4674,D:/generated_image/32884-identifyCardReverse_DSC_0027__1.png,1030,816,92,410,722,484,675,870,50,815,3,12,28,15,26,27,1,25,32884-identifyCardReverse_DSC_0027__1.png
4675,D:/generated_image/32884-identifyCardReverse_DSC_0027__2.png,1079,889,138,407,760,536,679,916,61,806,4,12,27,15,24,27,2,23,32884-identifyCardReverse_DSC_0027__2.png
4676,D:/generated_image/32884-identifyCardReverse_DSC_0027__3.png,1121,956,185,401,793,583,679,956,73,793,6,11,26,16,22,27,2,22,32884-identifyCardReverse_DSC_0027__3.png
4677,D:/generated_image/32884-identifyCardReverse_DSC_0027__4.png,1154,1016,230,393,820,628,674,989,85,774,7,10,25,17,21,27,2,21,32884-identifyCardReverse_DSC_0027__4.png
4678,D:/generated_image/32884-identifyCardReverse_DSC_0027__5.png,1178,1067,272,382,839,667,662,1014,94,748,8,10,25,18,19,27,2,20,32884-identifyCardReverse_DSC_0027__5.png
4679,D:/generated_image/32885-identifyCardReverse_DSC_0027__0.png,1458,1104,164,770,1035,770,1051,1351,142,1325,4,16,30,16,30,29,4,29,32885-identifyCardReverse_DSC_0027__0.png
4680,D:/generated_image/32885-identifyCardReverse_DSC_0027__1.png,1545,1224,222,779,1089,855,1055,1435,152,1330,5,16,28,17,27,29,3,27,32885-identifyCardReverse_DSC_0027__1.png
4681,D:/generated_image/32885-identifyCardReverse_DSC_0027__2.png,1619,1334,277,783,1135,933,1050,1509,160,1325,6,15,27,18,25,29,3,26,32885-identifyCardReverse_DSC_0027__2.png
4682,D:/generated_image/32885-identifyCardReverse_DSC_0027__3.png,1681,1435,331,780,1173,1005,1038,1570,167,1310,7,14,26,19,23,29,3,24,32885-identifyCardReverse_DSC_0027__3.png
4683,D:/generated_image/32885-identifyCardReverse_DSC_0027__4.png,1731,1524,383,771,1202,1069,1018,1620,173,1285,8,14,25,19,21,29,3,23,32885-identifyCardReverse_DSC_0027__4.png
4684,D:/generated_image/32885-identifyCardReverse_DSC_0027__5.png,1767,1601,431,757,1220,1124,989,1658,176,1250,8,13,24,20,19,30,3,22,32885-identifyCardReverse_DSC_0027__5.png
4685,D:/generated_image/32891-identifyCardReverse_DSC_0027__0.png,1104,1458,34,136,1435,146,1370,971,88,983,0,3,31,4,30,28,1,28,32891-identifyCardReverse_DSC_0027__0.png
4686,D:/generated_image/32891-identifyCardReverse_DSC_0027__1.png,1224,1545,116,137,1510,269,1374,1085,96,986,2,3,31,7,28,28,1,25,32891-identifyCardReverse_DSC_0027__1.png
4687,D:/generated_image/32891-identifyCardReverse_DSC_0027__2.png,1334,1619,197,137,1575,390,1368,1191,103,980,3,3,31,9,27,28,2,23,32891-identifyCardReverse_DSC_0027__2.png
4688,D:/generated_image/32891-identifyCardReverse_DSC_0027__3.png,1435,1681,276,135,1627,507,1351,1288,109,968,5,3,30,11,25,28,2,21,32891-identifyCardReverse_DSC_0027__3.png
4689,D:/generated_image/32891-identifyCardReverse_DSC_0027__4.png,1524,1731,354,133,1667,622,1324,1375,115,948,6,2,30,13,24,28,2,19,32891-identifyCardReverse_DSC_0027__4.png
4690,D:/generated_image/32891-identifyCardReverse_DSC_0027__5.png,1601,1767,429,129,1694,730,1287,1451,119,920,7,2,30,14,23,29,2,18,32891-identifyCardReverse_DSC_0027__5.png
4691,D:/generated_image/32893-identifyCardReverse_DSC_0027__0.png,1296,982,132,78,844,93,821,1208,122,1209,4,1,27,2,26,29,3,29,32893-identifyCardReverse_DSC_0027__0.png
4692,D:/generated_image/32893-identifyCardReverse_DSC_0027__1.png,1373,1088,236,87,944,164,824,1273,127,1213,6,2,27,3,24,29,3,28,32893-identifyCardReverse_DSC_0027__1.png
4693,D:/generated_image/32893-identifyCardReverse_DSC_0027__2.png,1439,1186,339,95,1037,233,820,1328,132,1207,9,2,27,5,22,29,3,26,32893-identifyCardReverse_DSC_0027__2.png
4694,D:/generated_image/32893-identifyCardReverse_DSC_0027__3.png,1495,1275,438,104,1122,302,810,1374,135,1193,10,2,28,6,20,29,3,25,32893-identifyCardReverse_DSC_0027__3.png
4695,D:/generated_image/32893-identifyCardReverse_DSC_0027__4.png,1539,1354,535,111,1199,368,795,1408,138,1170,12,2,28,7,18,29,3,24,32893-identifyCardReverse_DSC_0027__4.png
4696,D:/generated_image/32893-identifyCardReverse_DSC_0027__5.png,1571,1423,627,117,1266,431,773,1432,139,1137,14,2,28,8,17,29,3,23,32893-identifyCardReverse_DSC_0027__5.png
4697,D:/generated_image/32894-identifyCardReverse_DSC_0027__0.png,785,1037,29,77,1033,96,1022,746,0,735,0,3,31,3,31,30,0,29,32894-identifyCardReverse_DSC_0027__0.png
4698,D:/generated_image/32894-identifyCardReverse_DSC_0027__1.png,870,1098,89,78,1088,185,1021,832,3,732,2,2,31,6,29,30,0,26,32894-identifyCardReverse_DSC_0027__1.png
4699,D:/generated_image/32894-identifyCardReverse_DSC_0027__2.png,949,1151,148,79,1133,272,1010,911,6,722,4,2,31,9,28,30,0,24,32894-identifyCardReverse_DSC_0027__2.png
4700,D:/generated_image/32894-identifyCardReverse_DSC_0027__3.png,1020,1196,207,79,1172,358,993,983,9,708,5,2,31,11,26,30,0,22,32894-identifyCardReverse_DSC_0027__3.png
4701,D:/generated_image/32894-identifyCardReverse_DSC_0027__4.png,1083,1231,263,77,1200,440,968,1047,11,686,6,2,31,13,25,30,0,20,32894-identifyCardReverse_DSC_0027__4.png
4702,D:/generated_image/32894-identifyCardReverse_DSC_0027__5.png,1139,1257,318,77,1220,519,935,1103,14,661,8,2,31,14,23,30,0,18,32894-identifyCardReverse_DSC_0027__5.png
4703,D:/generated_image/32896-identifyCardReverse_DSC_0027__0.png,569,984,159,61,900,55,912,532,149,529,5,3,29,3,29,29,4,29,32896-identifyCardReverse_DSC_0027__0.png
4704,D:/generated_image/32896-identifyCardReverse_DSC_0027__1.png,651,1027,201,73,939,132,910,609,150,539,6,3,29,6,28,29,4,26,32896-identifyCardReverse_DSC_0027__1.png
4705,D:/generated_image/32896-identifyCardReverse_DSC_0027__2.png,728,1062,242,86,972,209,902,681,151,545,7,3,29,9,27,29,4,23,32896-identifyCardReverse_DSC_0027__2.png
4706,D:/generated_image/32896-identifyCardReverse_DSC_0027__3.png,800,1089,281,98,997,284,886,748,149,547,8,3,29,11,26,29,4,21,32896-identifyCardReverse_DSC_0027__3.png
4707,D:/generated_image/32896-identifyCardReverse_DSC_0027__4.png,865,1108,318,108,1016,356,864,809,148,544,9,3,29,13,24,29,4,20,32896-identifyCardReverse_DSC_0027__4.png
4708,D:/generated_image/32896-identifyCardReverse_DSC_0027__5.png,924,1118,352,119,1026,427,835,864,145,538,10,4,29,14,23,29,4,18,32896-identifyCardReverse_DSC_0027__5.png
4709,D:/generated_image/32900-identifyCardReverse_DSC_0027__0.png,939,1239,182,154,996,181,1019,692,146,689,4,5,25,6,26,23,3,23,32900-identifyCardReverse_DSC_0027__0.png
4710,D:/generated_image/32900-identifyCardReverse_DSC_0027__1.png,1040,1313,248,168,1056,266,1035,777,165,698,6,5,25,8,25,23,4,21,32900-identifyCardReverse_DSC_0027__1.png
4711,D:/generated_image/32900-identifyCardReverse_DSC_0027__2.png,1134,1376,312,181,1109,349,1043,856,183,702,7,5,25,9,24,24,4,19,32900-identifyCardReverse_DSC_0027__2.png
4712,D:/generated_image/32900-identifyCardReverse_DSC_0027__3.png,1219,1429,374,191,1152,428,1042,927,200,699,8,5,25,11,23,24,4,18,32900-identifyCardReverse_DSC_0027__3.png
4713,D:/generated_image/32900-identifyCardReverse_DSC_0027__4.png,1295,1471,432,201,1188,505,1034,993,215,692,9,4,25,12,22,24,4,17,32900-identifyCardReverse_DSC_0027__4.png
4714,D:/generated_image/32900-identifyCardReverse_DSC_0027__5.png,1361,1502,488,209,1214,578,1019,1051,229,680,10,4,25,13,21,24,4,15,32900-identifyCardReverse_DSC_0027__5.png
4715,D:/generated_image/32901-identifyCardReverse_DSC_0027__0.png,1105,1506,1377,40,1445,1091,54,1020,17,198,29,1,30,31,1,29,0,5,32901-identifyCardReverse_DSC_0027__0.png
4716,D:/generated_image/32901-identifyCardReverse_DSC_0027__1.png,1229,1592,1462,159,1439,1211,59,1020,93,197,29,4,28,31,1,26,1,5,32901-identifyCardReverse_DSC_0027__1.png
4717,D:/generated_image/32901-identifyCardReverse_DSC_0027__2.png,1344,1666,1536,276,1421,1323,63,1012,169,195,29,6,27,31,1,24,3,4,32901-identifyCardReverse_DSC_0027__2.png
4718,D:/generated_image/32901-identifyCardReverse_DSC_0027__3.png,1448,1728,1599,391,1393,1424,68,995,245,191,29,8,25,31,1,21,4,4,32901-identifyCardReverse_DSC_0027__3.png
4719,D:/generated_image/32901-identifyCardReverse_DSC_0027__4.png,1541,1776,1649,503,1354,1513,71,971,317,185,29,10,24,31,1,20,5,3,32901-identifyCardReverse_DSC_0027__4.png
4720,D:/generated_image/32901-identifyCardReverse_DSC_0027__5.png,1622,1810,1687,611,1304,1592,74,940,388,178,29,12,23,31,1,18,6,3,32901-identifyCardReverse_DSC_0027__5.png
4721,D:/generated_image/32902-identifyCardReverse_DSC_0027__0.png,939,1239,56,104,1183,131,1181,849,32,820,1,3,30,4,30,28,0,27,32902-identifyCardReverse_DSC_0027__0.png
4722,D:/generated_image/32902-identifyCardReverse_DSC_0027__1.png,1040,1313,127,107,1248,233,1183,948,41,819,3,3,30,7,28,29,0,25,32902-identifyCardReverse_DSC_0027__1.png
4723,D:/generated_image/32902-identifyCardReverse_DSC_0027__2.png,1134,1376,197,109,1303,333,1175,1039,49,811,4,3,30,9,27,29,1,22,32902-identifyCardReverse_DSC_0027__2.png
4724,D:/generated_image/32902-identifyCardReverse_DSC_0027__3.png,1219,1429,265,110,1347,429,1158,1122,56,796,5,2,30,11,25,29,1,20,32902-identifyCardReverse_DSC_0027__3.png
4725,D:/generated_image/32902-identifyCardReverse_DSC_0027__4.png,1295,1471,331,111,1381,523,1133,1197,63,776,7,2,30,12,24,29,1,19,32902-identifyCardReverse_DSC_0027__4.png
4726,D:/generated_image/32902-identifyCardReverse_DSC_0027__5.png,1361,1502,395,111,1405,613,1099,1262,71,750,8,2,29,14,23,29,1,17,32902-identifyCardReverse_DSC_0027__5.png
4727,D:/generated_image/32904-identifyCardReverse_DSC_0027__0.png,1105,1474,166,176,1382,188,1361,973,142,934,3,5,30,5,29,28,3,27,32904-identifyCardReverse_DSC_0027__0.png
4728,D:/generated_image/32904-identifyCardReverse_DSC_0027__1.png,1226,1560,244,189,1454,306,1365,1087,154,942,5,4,29,7,28,28,3,24,32904-identifyCardReverse_DSC_0027__1.png
4729,D:/generated_image/32904-identifyCardReverse_DSC_0027__2.png,1337,1635,320,199,1516,421,1358,1192,164,941,6,4,29,10,26,28,3,22,32904-identifyCardReverse_DSC_0027__2.png
4730,D:/generated_image/32904-identifyCardReverse_DSC_0027__3.png,1439,1697,394,208,1565,534,1342,1288,174,934,7,4,29,11,25,28,3,20,32904-identifyCardReverse_DSC_0027__3.png
4731,D:/generated_image/32904-identifyCardReverse_DSC_0027__4.png,1530,1746,465,217,1604,643,1315,1375,183,920,8,4,29,13,24,28,3,19,32904-identifyCardReverse_DSC_0027__4.png
4732,D:/generated_image/32904-identifyCardReverse_DSC_0027__5.png,1608,1782,532,222,1630,747,1278,1450,190,899,9,4,29,14,22,28,3,17,32904-identifyCardReverse_DSC_0027__5.png
4733,D:/generated_image/32906-identifyCardReverse_DSC_0027__0.png,1458,1104,53,660,997,673,1016,1310,3,1278,1,14,28,14,29,28,0,28,32906-identifyCardReverse_DSC_0027__0.png
4734,D:/generated_image/32906-identifyCardReverse_DSC_0027__1.png,1545,1224,121,659,1060,755,1024,1391,17,1271,3,13,27,15,26,28,0,26,32906-identifyCardReverse_DSC_0027__1.png
4735,D:/generated_image/32906-identifyCardReverse_DSC_0027__2.png,1619,1334,187,654,1115,830,1023,1462,31,1254,4,12,26,16,24,28,0,24,32906-identifyCardReverse_DSC_0027__2.png
4736,D:/generated_image/32906-identifyCardReverse_DSC_0027__3.png,1681,1435,253,644,1161,900,1015,1521,44,1228,5,12,25,17,22,28,0,23,32906-identifyCardReverse_DSC_0027__3.png
4737,D:/generated_image/32906-identifyCardReverse_DSC_0027__4.png,1731,1524,317,629,1199,964,1000,1570,58,1193,6,11,25,17,20,29,1,22,32906-identifyCardReverse_DSC_0027__4.png
4738,D:/generated_image/32906-identifyCardReverse_DSC_0027__5.png,1767,1601,377,609,1227,1020,975,1606,70,1148,7,11,24,18,19,29,1,20,32906-identifyCardReverse_DSC_0027__5.png
4739,D:/generated_image/32908-identifyCardReverse_DSC_0027__0.png,3044,4019,394,69,2759,236,2633,3756,402,3843,3,0,21,2,20,39,3,40,32908-identifyCardReverse_DSC_0027__0.png
4740,D:/generated_image/32908-identifyCardReverse_DSC_0027__1.png,3374,4257,645,99,2987,472,2555,3967,325,3859,4,0,22,4,19,37,2,36,32908-identifyCardReverse_DSC_0027__1.png
4741,D:/generated_image/32908-identifyCardReverse_DSC_0027__2.png,3678,4462,893,128,3193,703,2457,4147,245,3845,6,1,22,6,17,36,1,33,32908-identifyCardReverse_DSC_0027__2.png
4742,D:/generated_image/32908-identifyCardReverse_DSC_0027__3.png,3954,4634,1133,155,3374,929,2341,4296,164,3803,7,1,23,7,16,34,1,30,32908-identifyCardReverse_DSC_0027__3.png
4743,D:/generated_image/32909-identifyCardReverse_DSC_0027__0.png,2011,3033,116,161,2878,84,2928,1938,57,1890,1,2,30,1,30,30,0,30,32909-identifyCardReverse_DSC_0027__0.png
4744,D:/generated_image/32909-identifyCardReverse_DSC_0027__1.png,2261,3188,273,167,3031,331,2920,2183,63,1885,2,2,30,4,29,30,0,26,32909-identifyCardReverse_DSC_0027__1.png
4745,D:/generated_image/32909-identifyCardReverse_DSC_0027__2.png,2495,3318,427,173,3160,577,2888,2411,68,1865,4,2,30,7,27,30,0,23,32909-identifyCardReverse_DSC_0027__2.png
4746,D:/generated_image/32909-identifyCardReverse_DSC_0027__3.png,2710,3423,577,177,3265,818,2834,2622,72,1832,5,2,30,9,26,30,0,21,32909-identifyCardReverse_DSC_0027__3.png
4747,D:/generated_image/32909-identifyCardReverse_DSC_0027__4.png,2903,3502,724,179,3346,1052,2759,2811,77,1784,6,1,30,11,25,30,0,19,32909-identifyCardReverse_DSC_0027__4.png
4748,D:/generated_image/32909-identifyCardReverse_DSC_0027__5.png,3075,3555,865,180,3401,1278,2662,2980,80,1722,7,1,30,13,23,31,0,17,32909-identifyCardReverse_DSC_0027__5.png
4749,D:/generated_image/32910-identifyCardReverse_DSC_0027__0.png,1474,1944,186,259,1720,289,1738,1304,96,1235,3,5,28,6,28,28,1,26,32910-identifyCardReverse_DSC_0027__0.png
4750,D:/generated_image/32910-identifyCardReverse_DSC_0027__1.png,1633,2060,288,271,1815,434,1743,1448,114,1236,4,5,28,8,27,28,1,24,32910-identifyCardReverse_DSC_0027__1.png
4751,D:/generated_image/32910-identifyCardReverse_DSC_0027__2.png,1780,2159,388,282,1894,578,1735,1581,129,1228,5,5,28,10,25,28,1,22,32910-identifyCardReverse_DSC_0027__2.png
4752,D:/generated_image/32910-identifyCardReverse_DSC_0027__3.png,1914,2242,485,291,1960,718,1714,1703,145,1211,6,4,27,12,24,28,2,20,32910-identifyCardReverse_DSC_0027__3.png
4753,D:/generated_image/32910-identifyCardReverse_DSC_0027__4.png,2033,2308,579,297,2011,851,1679,1811,160,1184,8,4,27,13,23,28,2,18,32910-identifyCardReverse_DSC_0027__4.png
4754,D:/generated_image/32910-identifyCardReverse_DSC_0027__5.png,2136,2357,668,302,2046,978,1632,1906,173,1149,9,4,27,14,22,28,2,17,32910-identifyCardReverse_DSC_0027__5.png
4755,D:/generated_image/32912-identifyCardReverse_DSC_0027__0.png,833,1294,39,20,1276,37,1262,819,21,799,0,0,31,1,31,31,0,30,32912-identifyCardReverse_DSC_0027__0.png
4756,D:/generated_image/32912-identifyCardReverse_DSC_0027__1.png,940,1358,108,22,1339,148,1256,925,22,797,2,0,31,5,29,31,0,27,32912-identifyCardReverse_DSC_0027__1.png
4757,D:/generated_image/32912-identifyCardReverse_DSC_0027__2.png,1040,1412,176,24,1391,257,1241,1024,23,788,3,0,31,7,28,31,0,24,32912-identifyCardReverse_DSC_0027__2.png
4758,D:/generated_image/32912-identifyCardReverse_DSC_0027__3.png,1132,1454,243,26,1433,363,1216,1115,23,773,5,0,31,10,26,31,0,21,32912-identifyCardReverse_DSC_0027__3.png
4759,D:/generated_image/32912-identifyCardReverse_DSC_0027__4.png,1216,1486,308,28,1464,468,1182,1197,23,753,6,0,31,12,25,31,0,19,32912-identifyCardReverse_DSC_0027__4.png
4760,D:/generated_image/32912-identifyCardReverse_DSC_0027__5.png,1290,1506,370,29,1483,568,1139,1270,24,727,7,0,31,14,24,31,0,18,32912-identifyCardReverse_DSC_0027__5.png
4761,D:/generated_image/32913-identifyCardReverse_DSC_0027__0.png,1296,982,176,3,906,55,919,1223,144,1244,5,0,29,1,29,30,4,30,32913-identifyCardReverse_DSC_0027__0.png
4762,D:/generated_image/32913-identifyCardReverse_DSC_0027__1.png,1373,1088,286,16,1009,131,920,1296,146,1249,8,0,29,3,27,30,4,29,32913-identifyCardReverse_DSC_0027__1.png
4763,D:/generated_image/32913-identifyCardReverse_DSC_0027__2.png,1439,1186,395,29,1105,207,914,1360,148,1245,10,0,29,4,24,30,3,27,32913-identifyCardReverse_DSC_0027__2.png
4764,D:/generated_image/32913-identifyCardReverse_DSC_0027__3.png,1495,1275,500,42,1191,281,901,1413,148,1232,12,0,29,6,22,30,3,26,32913-identifyCardReverse_DSC_0027__3.png
4765,D:/generated_image/32913-identifyCardReverse_DSC_0027__4.png,1539,1354,602,55,1270,354,882,1456,147,1210,14,1,30,7,20,30,3,25,32913-identifyCardReverse_DSC_0027__4.png
4766,D:/generated_image/32913-identifyCardReverse_DSC_0027__5.png,1571,1423,698,67,1338,423,855,1487,145,1178,15,1,30,8,19,30,3,23,32913-identifyCardReverse_DSC_0027__5.png
4767,D:/generated_image/32917-identifyCardReverse_DSC_0027__0.png,3192,4213,47,500,4103,564,4085,3090,19,3095,0,5,31,5,31,30,0,31,32917-identifyCardReverse_DSC_0027__0.png
4768,D:/generated_image/32917-identifyCardReverse_DSC_0027__1.png,3537,4463,276,497,4310,914,4072,3429,21,3080,1,4,30,8,29,31,0,27,32917-identifyCardReverse_DSC_0027__1.png
4769,D:/generated_image/32917-identifyCardReverse_DSC_0027__2.png,3856,4678,502,491,4485,1259,4028,3743,23,3042,3,4,30,10,27,31,0,25,32917-identifyCardReverse_DSC_0027__2.png
4770,D:/generated_image/32918-identifyCardReverse_DSC_0027__0.png,516,702,62,58,648,73,642,442,51,434,2,3,29,4,29,27,2,26,32918-identifyCardReverse_DSC_0027__0.png
4771,D:/generated_image/32918-identifyCardReverse_DSC_0027__1.png,573,742,100,62,683,127,645,494,57,435,4,3,29,7,27,27,2,24,32918-identifyCardReverse_DSC_0027__1.png
4772,D:/generated_image/32918-identifyCardReverse_DSC_0027__2.png,627,777,138,66,713,182,643,544,62,434,5,3,29,9,26,27,2,22,32918-identifyCardReverse_DSC_0027__2.png
4773,D:/generated_image/32918-identifyCardReverse_DSC_0027__3.png,675,806,176,69,738,235,637,590,68,430,6,3,29,11,25,27,2,20,32918-identifyCardReverse_DSC_0027__3.png
4774,D:/generated_image/32918-identifyCardReverse_DSC_0027__4.png,719,828,211,72,756,287,625,631,72,422,8,3,29,12,24,28,2,18,32918-identifyCardReverse_DSC_0027__4.png
4775,D:/generated_image/32918-identifyCardReverse_DSC_0027__5.png,757,844,245,75,769,336,608,668,76,411,9,3,29,14,23,28,2,17,32918-identifyCardReverse_DSC_0027__5.png
4776,D:/generated_image/32919-identifyCardReverse_DSC_0027__0.png,773,1187,14,4,1171,39,1165,747,8,747,0,0,31,1,31,30,0,30,32919-identifyCardReverse_DSC_0027__0.png
4777,D:/generated_image/32919-identifyCardReverse_DSC_0027__1.png,871,1247,80,4,1229,139,1162,844,9,744,2,0,31,5,29,31,0,27,32919-identifyCardReverse_DSC_0027__1.png
4778,D:/generated_image/32919-identifyCardReverse_DSC_0027__2.png,963,1297,144,5,1277,239,1149,936,9,735,3,0,31,7,28,31,0,24,32919-identifyCardReverse_DSC_0027__2.png
4779,D:/generated_image/32919-identifyCardReverse_DSC_0027__3.png,1047,1337,208,4,1316,337,1127,1019,9,720,4,0,31,10,26,31,0,22,32919-identifyCardReverse_DSC_0027__3.png
4780,D:/generated_image/32919-identifyCardReverse_DSC_0027__4.png,1124,1366,270,5,1345,433,1097,1097,10,701,6,0,31,12,25,31,0,19,32919-identifyCardReverse_DSC_0027__4.png
4781,D:/generated_image/32919-identifyCardReverse_DSC_0027__5.png,1191,1386,330,4,1364,524,1059,1164,10,675,7,0,31,14,24,31,0,18,32919-identifyCardReverse_DSC_0027__5.png
4782,D:/generated_image/32921-identifyCardReverse_DSC_0027__0.png,3535,4667,249,372,4552,410,4478,3127,210,3023,1,3,31,3,30,28,1,27,32921-identifyCardReverse_DSC_0027__0.png
4783,D:/generated_image/32921-identifyCardReverse_DSC_0027__1.png,3918,4944,517,387,4800,801,4490,3501,248,3025,3,3,31,6,29,28,1,24,32921-identifyCardReverse_DSC_0027__1.png
4784,D:/generated_image/32923-identifyCardReverse_DSC_0027__0.png,425,555,72,73,496,75,510,344,64,352,4,5,28,5,29,25,3,26,32923-identifyCardReverse_DSC_0027__0.png
4785,D:/generated_image/32923-identifyCardReverse_DSC_0027__1.png,471,588,102,79,524,118,515,386,70,356,5,5,28,8,28,26,3,24,32923-identifyCardReverse_DSC_0027__1.png
4786,D:/generated_image/32923-identifyCardReverse_DSC_0027__2.png,512,617,130,83,547,159,515,426,74,357,6,5,28,9,26,26,3,22,32923-identifyCardReverse_DSC_0027__2.png
4787,D:/generated_image/32923-identifyCardReverse_DSC_0027__3.png,550,641,158,87,567,200,511,463,78,355,7,5,28,11,25,26,3,20,32923-identifyCardReverse_DSC_0027__3.png
4788,D:/generated_image/32923-identifyCardReverse_DSC_0027__4.png,584,660,185,91,583,239,504,496,82,350,8,4,28,13,24,27,3,19,32923-identifyCardReverse_DSC_0027__4.png
4789,D:/generated_image/32923-identifyCardReverse_DSC_0027__5.png,614,674,210,94,593,276,493,525,85,343,9,4,28,14,23,27,4,17,32923-identifyCardReverse_DSC_0027__5.png
4790,D:/generated_image/32928-identifyCardReverse_DSC_0027__0.png,1296,982,117,49,879,33,858,1249,109,1224,3,1,28,0,27,30,3,30,32928-identifyCardReverse_DSC_0027__0.png
4791,D:/generated_image/32928-identifyCardReverse_DSC_0027__1.png,1373,1088,224,57,984,107,857,1317,114,1226,6,1,28,2,25,30,3,28,32928-identifyCardReverse_DSC_0027__1.png
4792,D:/generated_image/32928-identifyCardReverse_DSC_0027__2.png,1439,1186,329,64,1082,181,850,1375,117,1220,8,1,29,4,22,30,3,27,32928-identifyCardReverse_DSC_0027__2.png
4793,D:/generated_image/32928-identifyCardReverse_DSC_0027__3.png,1495,1275,431,71,1171,254,836,1423,119,1204,10,1,29,5,20,30,2,25,32928-identifyCardReverse_DSC_0027__3.png
4794,D:/generated_image/32928-identifyCardReverse_DSC_0027__4.png,1539,1354,531,78,1252,324,816,1459,121,1179,12,1,29,6,19,30,2,24,32928-identifyCardReverse_DSC_0027__4.png
4795,D:/generated_image/32928-identifyCardReverse_DSC_0027__5.png,1571,1423,625,84,1323,392,789,1485,122,1145,14,1,29,7,17,30,2,23,32928-identifyCardReverse_DSC_0027__5.png
4796,D:/generated_image/32930-identifyCardReverse_DSC_0027__0.png,3093,4084,1891,538,3287,549,3262,2754,1860,2745,14,5,25,5,25,28,14,28,32930-identifyCardReverse_DSC_0027__0.png
